13,Argentina,"2,629,156","+24,999","58,925",+383,"2,300,232","+21,746","269,999","3,900","57,756","1,294","9,903,405","217,551","45,522,155",South America,17,773,5
14,Colombia,"2,602,719","+16,918","67,199",+380,"2,432,061","+12,796","103,459","4,299","50,726","1,310","13,616,060","265,371","51,309,459",South America,20,764,4
15,Mexico,"2,291,246","+5,113","210,812",+518,"1,817,866","+2,629","262,568","4,798","17,625","1,622","6,332,152","48,710","129,998,266",North America,57,617,21
16,Iran,"2,168,872","+25,078","65,680",+321,"1,749,041","+10,039","354,151","4,601","25,565",774,"14,059,260","165,719","84,837,813",Asia,39,"1,292",6
17,Ukraine,"1,903,765","+16,427","38,658",+433,"1,453,766","+11,148","411,341",177,"43,739",888,"8,822,097","202,686","43,525,906",Europe,23,"1,126",5
18,Peru,"1,681,063","+13,326","56,149",+337,"1,602,034","+9,097","22,880","2,603","50,433","1,685","10,226,394","306,798","33,332,642",South America,20,594,3
19,Czechia,"1,593,847","+3,697","28,229",+45,"1,483,559",+258,"82,059","1,076","148,615","2,632","15,102,106","1,408,167","10,724,658",Europe,7,380,1
20,Indonesia,"1,589,359","+6,177","43,073",+167,"1,438,254","+6,362","108,032","5,763",156,"13,659,569","49,527","275,798,600",Asia,174,"6,403",20
21,South Africa,"1,562,931","+1,372","53,571",+73,"1,488,060","+1,187","21,300",546,"26,094",894,"10,259,664","171,290","59,896,382",Africa,38,"1,118",6
22,Netherlands,"1,378,145","+8,734","16,861",+14,"1,150,716","+4,903","210,568",772,"80,289",982,"11,292,587","657,893","17,164,784",Europe,12,"1,018",2
23,Chile,"1,101,698","+7,431","24,766",+218,"1,033,189","+6,255","43,743","3,257","57,245","1,287","12,128,654","630,212","19,245,367",South America,17,777,2
24,Canada,"1,096,716","+9,564","23,500",+55,"990,074","+6,568","83,142","1,089","28,859",618,"29,497,034","776,184","38,002,618",North America,35,"1,617",1
25,Romania,"1,020,301","+3,852","25,800",+195,"925,395","+4,742","69,106","1,518","53,318","1,348","7,811,019","408,181","19,136,146",Europe,19,742,2
26,Iraq,"956,860","+7,810","14,885",+49,"837,336","+5,817","104,639",501,"23,379",364,"8,690,527","212,332","40,928,986",Asia,43,"2,750",5
27,Belgium,"935,316","+4,713","23,603",+37,"786,295","+1,578","125,418",941,"80,427","2,030","11,820,183","1,016,406","11,629,388",Europe,12,493,1
28,Philippines,"904,285","+11,429","15,594",+148,"705,164",+856,"183,527",750,"8,167",141,"10,977,922","99,144","110,727,033",Asia,122,"7,101",10
29,Sweden,"892,480","13,761",+36,"718,278","+6,780","160,441",391,"87,939","1,356","7,847,033","773,192","10,148,878",Europe,11,738,1
30,Israel,"836,706",+202,"6,314",+2,"827,447",+263,"2,945",209,"90,970",686,"13,914,938","1,512,890","9,197,590",Asia,11,"1,457",1
31,Portugal,"829,358",+501,"16,933",+2,"787,011",+542,"25,414",109,"81,524","1,664","9,645,758","948,153","10,173,212",Europe,12,601,1
32,Pakistan,"739,818","+5,395","15,872",+118,"646,652","+4,740","77,294","4,276","3,299",71,"10,942,771","48,796","224,253,902",Asia,303,"14,129",20
33,Hungary,"736,982","+5,307","24,521",+256,"440,498","+5,154","271,963","1,156","76,443","2,543","5,033,736","522,119","9,640,967",Europe,13,393,2
34,Bangladesh,"707,362","+4,192","10,081",+94,"597,214","+5,915","100,067","4,262",61,"5,115,572","30,820","165,980,237",Asia,235,"16,465",32
35,Jordan,"679,138","+2,963","8,057",+70,"621,870","+4,774","49,211",729,"66,046",784,"6,426,320","624,957","10,282,825",Asia,15,"1,276",2
36,Serbia,"654,870","+2,971","5,881",+35,"575,771","+4,459","73,218",259,"75,190",675,"3,646,957","418,731","8,709,547",Europe,13,"1,481",2
37,Switzerland,"630,194","+2,226","10,498",+10,"564,850","+1,412","54,846",213,"72,399","1,206","6,505,841","747,414","8,704,466",Europe,14,829,1
38,Austria,"586,883","+2,678","9,813",+34,"547,604","+2,615","29,466",577,"64,871","1,085","27,703,138","3,062,172","9,046,892",Europe,15,922,0
39,Japan,"516,121","+3,952","9,500",+31,"473,570","+2,563","33,051",631,"4,091",75,"10,670,227","84,570","126,170,451",Asia,244,"13,281",12
40,Lebanon,"504,800","+2,501","6,809",+31,"416,624","+3,449","81,367",795,"74,221","1,001","3,778,035","555,489","6,801,277",Asia,13,999,2
41,Morocco,"504,260",+596,"8,927",+7,"490,366",+438,"4,967",243,"13,536",240,"6,137,435","164,743","37,254,502",Africa,74,"4,173",6
42,UAE,"491,423","+1,928","1,545",+4,"475,012","+1,614","14,866","49,219",155,"41,150,933","4,121,548","9,984,338",Asia,20,"6,462",0
43,Saudi Arabia,"402,142",+985,"6,791",+10,"386,102",+661,"9,249",999,"11,412",193,"16,018,862","454,572","35,239,473",Asia,88,"5,189",2
44,Bulgaria,"382,761","+2,185","14,979",+108,"300,391","+3,393","67,391",811,"55,416","2,169","2,333,971","337,912","6,907,046",Europe,18,461,3
45,Slovakia,"373,950",+843,"10,877",+79,"255,300","107,773",472,"68,467","1,991","2,465,652","451,442","5,461,730",Europe,15,502,2
46,Malaysia,"367,977","+2,148","1,363",+10,"349,039","+1,259","17,575",212,"11,256",42,"8,407,970","257,188","32,691,886",Asia,89,"23,985",4
47,Panama,"359,830",+314,"6,183",+6,"349,718",+400,"3,929",105,"82,377","1,415","2,272,867","520,335","4,368,082",North America,12,706,2
48,Ecuador,"355,431","+4,892","17,489",+89,"298,604","39,338",601,"19,908",980,"1,215,898","68,105","17,853,392",South America,50,"1,021",15
49,Belarus,"340,023","+1,222","2,393",+10,"330,483","+1,348","7,147","35,993",253,"5,608,959","593,737","9,446,869",Europe,28,"3,948",2
50,Greece,"308,006","+3,822","9,239",+104,"264,324","+3,148","34,443",819,"29,665",890,"7,314,249","704,459","10,382,792",Europe,34,"1,124",1
51,Croatia,"300,900","+2,927","6,442",+43,"279,151","+1,457","15,307",179,"73,655","1,577","1,674,418","409,870","4,085,238",Europe,14,634,2
52,Azerbaijan,"294,211","+2,317","4,045",+36,"257,942","+2,109","32,224","28,813",396,"3,068,679","300,524","10,211,103",Asia,35,"2,524",3
53,Georgia,"292,244","+1,030","3,908",+7,"279,389",+706,"8,947","73,371",981,"3,791,276","951,836","3,983,117",Asia,14,"1,019",1
54,Bolivia,"285,291","+1,108","12,519",+23,"234,596",+950,"38,176",71,"24,181","1,061","1,019,593","86,420","11,798,112",South America,41,942,12
55,Nepal,"282,054",+490,"3,066",+5,"274,604",+157,"4,384","9,546",104,"2,329,547","78,840","29,547,776",Asia,105,"9,637",13
56,Tunisia,"279,376","+2,649","9,553",+73,"231,285","+1,531","38,538",450,"23,446",802,"1,207,304","101,319","11,915,894",Africa,43,"1,247",10
57,Kazakhstan,"278,695","+2,641","3,306",+20,"239,448","+2,002","35,941",221,"14,704",174,"9,283,107","489,789","18,953,268",Asia,68,"5,733",2
58,Palestine,"276,407","+1,717","2,937",+14,"241,343","+2,052","32,127",177,"53,214",565,"1,663,545","320,269","5,194,206",Asia,19,"1,769",3
59,Dominican Republic,"259,639",+379,"3,405",+3,"217,613",+327,"38,621",156,"23,747",311,"1,360,208","124,407","10,933,492",North America,42,"3,211",8
60,Kuwait,"253,066","+1,391","1,428",+5,"236,384","+1,331","15,254",244,"58,578",331,"2,195,787","508,265","4,320,165",Asia,17,"3,025",2
61,Paraguay,"244,528","+2,367","5,110",+70,"200,259","+1,786","39,159",504,"33,956",710,"1,001,158","139,023","7,201,405",South America,29,"1,409",7
62,Moldova,"244,177",+812,"5,493",+27,"227,569","+1,244","11,115",290,"60,642","1,364","922,034","228,988","4,026,555",Europe,16,733,4
63,Ireland,"242,402",+297,"4,820",+8,"222,851",+347,"14,731",51,"48,664",968,"4,241,709","851,550","4,981,160",Europe,21,"1,033",1
64,Denmark,"240,330",+798,"2,449",+2,"229,372",+687,"8,509",37,"41,377",422,"30,797,340","5,302,309","5,808,288",Europe,24,"2,372",0
65,Ethiopia,"236,554","+2,149","3,285",+33,"175,879","+1,288","57,390","1,031","2,019",28,"2,478,471","21,149","117,190,341",Africa,495,"35,674",47
66,Lithuania,"230,462","+1,168","3,730",+9,"208,890",+767,"17,842",151,"85,605","1,386","2,553,641","948,545","2,692,167",Europe,12,722,1
67,Slovenia,"229,967",+891,"4,142",+7,"212,815","+1,330","13,010",150,"110,606","1,992","1,119,516","538,445","2,079,164",Europe,9,502,2
68,Costa Rica,"227,533","+1,121","3,065",+11,"196,752",+178,"27,716",236,"44,347",597,"889,922","173,449","5,130,727",North America,23,"1,674",6
69,Egypt,"213,798",+837,"12,611",+41,"161,470",+439,"39,717",90,"2,059",121,"2,677,262","25,781","103,847,468",Africa,486,"8,235",39
70,Guatemala,"208,694","+1,567","7,120",+31,"188,695",+801,"12,879",5,"11,482",392,"1,139,962","62,720","18,175,404",North America,87,"2,553",16
71,Armenia,"206,142","+1,014","3,817",+23,"185,125",+882,"17,200","69,464","1,286","920,423","310,156","2,967,613",Asia,14,777,3
72,Honduras,"198,214","+1,510","4,905",+32,"76,130",+49,"117,179",576,"19,766",489,"550,206","54,866","10,028,249",North America,51,"2,044",18
73,Qatar,"193,952",+989,357,+9,"171,985",+597,"21,610",489,"69,076",127,"1,825,071","649,999","2,807,805",Asia,14,"7,865",2
74,Bosnia and Herzegovina,"187,715","+1,343","7,702",+60,"144,932",+988,"35,081","57,499","2,359","858,968","263,110","3,264,674",Europe,17,424,4
75,Venezuela,"178,094","1,834","160,620","15,640",237,"6,277",65,"3,359,014","118,391","28,372,266",South America,159,"15,470",8
76,Oman,"176,668","+1,035","1,821",+14,"156,845","+1,200","18,002",267,"33,921",350,"1,550,000","297,610","5,208,154",Asia,29,"2,860",3
77,Libya,"170,558",+513,"2,873",+39,"155,712",+595,"11,973","24,559",414,"924,294","133,093","6,944,698",Africa,41,"2,417",8
78,Nigeria,"164,080",+80,"2,061","154,285",+15,"7,734",11,781,10,"1,838,174","8,748","210,134,738",Africa,"1,281","101,958",114
79,Bahrain,"160,934",+970,574,+5,"149,159","+1,066","11,201",89,"92,087",328,"3,852,868","2,204,631","1,747,625",Asia,11,"3,045",0
80,Uruguay,"156,499","+4,410","1,726",+79,"122,637","+3,249","32,136",508,"44,929",496,"1,594,213","457,683","3,483,224",South America,22,"2,018",2
81,Kenya,"149,219","+1,091","2,424",+4,"99,580","47,215",261,"2,728",44,"1,584,731","28,972","54,698,558",Africa,367,"22,565",35
82,North Macedonia,"145,001",+890,"4,357",+35,"120,707","+1,024","19,937",124,"69,601","2,091","681,272","327,015","2,083,306",Europe,14,478,3
83,Myanmar,"142,610",+5,"3,206","131,879",+5,"7,525","2,607",59,"2,557,057","46,749","54,697,119",Asia,384,"17,061",21
84,Albania,"129,128",+169,"2,335",+4,"100,013",+572,"26,780",18,"44,909",812,"595,392","207,070","2,875,315",Europe,22,"1,231",5
85,Algeria,"119,142",+167,"3,144",+3,"83,048",+119,"32,950",16,"2,679",71,"230,861","5,191","44,471,990",Africa,373,"14,145",193
86,Estonia,"116,200",+572,"1,064",+7,"99,096","+1,207","16,040",63,"87,550",802,"1,214,411","914,990","1,327,239",Europe,11,"1,247",1
87,S. Korea,"112,117",+698,"1,788",+6,"102,513",+530,"7,816",99,"2,185",35,"8,291,126","161,608","51,304,013",Asia,458,"28,694",6
88,Latvia,"109,731",+643,"2,030",+11,"101,088",+624,"6,613",94,"58,690","1,086","2,086,123","1,115,768","1,869,675",Europe,17,921,1
89,Norway,"106,224",+953,707,+1,"88,952","16,565",55,"19,474",130,"4,944,869","906,547","5,454,619",Europe,51,"7,715",1
90,Sri Lanka,"95,949",+212,608,+4,"92,308",+157,"3,033","4,466",28,"2,374,627","110,530","21,484,036",Asia,224,"35,336",9
91,Montenegro,"95,042",+183,"1,412",+7,"89,965",+350,"3,665",69,"151,310","2,248","357,126","568,555","628,129",Europe,7,445,2
92,Ghana,"91,545",+68,766,+3,"89,400",+99,"1,379",8,"2,899",24,"1,039,284","32,909","31,580,972",Africa,345,"41,228",30
93,Kyrgyzstan,"91,144",+305,"1,540",+6,"86,491",+178,"3,113",25,"13,792",233,"918,783","139,027","6,608,658",Asia,73,"4,291",7
94,Zambia,"90,532",+143,"1,230",+1,"88,283",+42,"1,019",51,"4,819",65,"1,327,186","70,648","18,785,992",Africa,208,"15,273",14
95,Cuba,"90,408","+1,004",491,+4,"85,121","+1,007","4,796",69,"7,986",43,"3,298,208","291,331","11,321,156",North America,125,"23,057",3
96,Uzbekistan,"85,730",+227,634,"83,462",+198,"1,634",23,"2,533",19,"1,377,915","40,706","33,850,137",Asia,395,"53,391",25
97,Finland,"83,253",+289,885,+4,"46,000","36,368",37,"15,007",160,"4,223,881","761,401","5,547,512",Europe,67,"6,268",1
98,Mozambique,"69,002",+75,794,"61,112","+1,140","7,096",68,"2,160",25,"500,757","15,678","31,939,216",Africa,463,"40,226",64
99,El Salvador,"66,956",+140,"2,060",+3,"63,345",+149,"1,551",57,"10,282",316,"878,793","134,950","6,512,000",North America,97,"3,161",7
100,Luxembourg,"64,549",+215,785,+1,"60,563",+360,"3,201",30,"101,817","1,238","2,539,169","4,005,188","633,970",Europe,10,808,0
101,Cameroon,"61,731",919,"56,926","3,886",385,"2,281",34,"1,257,949","46,483","27,062,544",Africa,438,"29,448",22
102,Singapore,"60,735",+16,30,"60,417",+25,288,2,"10,318",5,"9,036,706","1,535,140","5,886,569",Asia,97,"196,219",1
103,Afghanistan,"57,612",+78,"2,535",+2,"52,083",+61,"2,994","1,124","1,454",64,"377,979","9,541","39,614,554",Asia,688,"15,627",105
104,Cyprus,"53,944",+690,283,+6,"39,061","14,600",64,"44,425",233,"4,153,863","3,420,842","1,214,281",Asia,23,"4,291",0
105,Namibia,"46,185",+134,596,+4,"44,322",+160,"1,267",33,"17,922",231,"367,677","142,677","2,576,989",Africa,56,"4,324",7
106,Ivory Coast,"45,444",+56,273,+2,"44,925",+92,246,"1,690",10,"557,294","20,726","26,889,052",Africa,592,"98,495",48
107,Botswana,"44,075",+631,671,+8,"39,493",+570,"3,911",1,"18,450",281,"969,789","405,969","2,388,828",Africa,54,"3,560",2
108,Jamaica,"43,240",+186,697,+5,"19,369",+121,"23,174",32,"14,552",235,"310,238","104,410","2,971,357",North America,69,"4,263",10
109,Uganda,"41,263",+26,338,"40,898",+119,27,24,880,7,"976,929","20,845","46,867,258",Africa,"1,136","138,661",48
110,Senegal,"39,606",+46,"1,085",+1,"38,343",+53,178,17,"2,318",63,"459,313","26,878","17,088,723",Africa,431,"15,750",37
111,Thailand,"37,453","+1,543",97,"28,383",+61,"8,973",1,536,1,"8,124,896","116,173","69,938,149",Asia,"1,867","721,012",9
112,Zimbabwe,"37,422",+53,"1,550",+2,"34,961",+15,911,12,"2,489",103,"396,632","26,384","15,032,836",Africa,402,"9,699",38
113,Malawi,"33,902",+11,"1,134","31,691",+16,"1,077",20,"1,737",58,"225,903","11,575","19,516,315",Africa,576,"17,210",86
114,Sudan,"31,790","2,208","25,539","4,043",712,49,"232,965","5,218","44,650,323",Africa,"1,405","20,222",192
115,Madagascar,"30,207",+859,527,+7,"24,893",+198,"4,787",301,"1,069",19,"161,369","5,713","28,247,452",Africa,935,"53,600",175
116,Malta,"29,833",+55,403,"28,842",+45,588,"67,424",911,"840,325","1,899,164","442,471",Europe,15,"1,098",1
117,Australia,"29,469",+27,910,"26,385",+5,"2,174","1,145",35,"16,264,597","632,064","25,732,506",Australia/Oceania,873,"28,277",2
118,DRC,"28,769",+55,745,"25,841","2,183",314,8,"143,834","1,569","91,685,378",Africa,"3,187","123,068",637
119,Maldives,"25,939",+95,67,"23,242",+101,"2,630",82,"47,333",122,"679,091","1,239,192","548,011",Asia,21,"8,179",1
120,Angola,"23,951",+110,557,"22,175",+31,"1,219",20,711,17,"445,121","13,223","33,663,530",Africa,"1,406","60,437",76
121,Rwanda,"23,744",+72,321,+4,"21,805",+211,"1,618",8,"1,798",24,"1,243,409","94,174","13,203,279",Africa,556,"41,132",11
122,Gabon,"21,566",132,"18,219","3,215",20,"9,514",58,"679,898","299,934","2,266,822",Africa,105,"17,173",3
123,Guinea,"21,299",136,"18,815","2,348",24,"1,588",10,"417,479","31,129","13,411,064",Africa,630,"98,611",32
124,Syria,"20,713",+158,"1,414",+12,"14,469",+134,"4,830","1,161",79,"103,566","5,807","17,833,162",Asia,861,"12,612",172
125,Cabo Verde,"19,780",+255,188,"17,802",+157,"1,790",23,"35,275",335,"138,219","246,496","560,736",Africa,28,"2,983",4
126,Mayotte,"19,757",168,"2,964","16,625",6,"71,078",604,"165,683","596,059","277,964",Africa,14,"1,655",2
127,French Polynesia,"18,680",141,"4,842","13,697",1,"66,197",500,"26,355","93,395","282,188",Australia/Oceania,15,"2,001",11
128,Mongolia,"18,565",+742,31,+2,"10,638",+385,"7,896",88,"5,592",9,"2,503,759","754,207","3,319,723",Asia,179,"107,088",1
129,Réunion,"18,425",135,"16,794","1,496",54,"20,464",150,"100,098","111,178","900,344",Africa,49,"6,669",9
130,Eswatini,"18,412",+5,670,"17,682",60,3,"15,742",573,"176,320","150,751","1,169,613",Africa,64,"1,746",7
131,Mauritania,"18,072",+6,452,"17,453",+25,167,14,"3,809",95,"218,177","45,979","4,745,164",Africa,263,"10,498",22
132,French Guiana,"17,965",+82,95,"9,995","7,875",12,"58,953",312,"173,132","568,143","304,733",South America,17,"3,208",2
133,Tajikistan,"13,308",90,"13,218",0,"1,371",9,"9,705,323",Asia,729,"107,837"
134,Burkina Faso,"13,064",+14,154,"12,730",+41,180,612,7,"175,621","8,225","21,350,969",Africa,"1,634","138,643",122
135,Haiti,"12,876",+19,251,"11,723",+109,902,"1,119",22,"60,085","5,219","11,511,792",North America,894,"45,864",192
136,Somalia,"12,837",656,"5,346","6,835",790,40,"102,486","6,311","16,239,481",Africa,"1,265","24,755",158
137,Guadeloupe,"12,717",176,"2,242","10,299",13,"31,778",440,"164,128","410,137","400,178",North America,31,"2,274",2
138,Mali,"12,706",+239,421,+2,"7,261",+23,"5,024",614,20,"243,860","11,777","20,706,145",Africa,"1,630","49,183",85
139,Andorra,"12,641",121,"11,989",531,29,"163,399","1,564","193,595","2,502,424","77,363",Europe,6,639,0
140,Belize,"12,529",+7,318,"12,141",+1,70,1,"31,067",789,"109,085","270,489","403,288",North America,32,"1,268",4
141,Togo,"12,214",117,"9,543","2,554","1,449",14,"294,824","34,971","8,430,534",Africa,690,"72,056",29
142,Curaçao,"11,674",+93,80,+2,"7,981",+315,"3,613",22,"70,914",486,"87,607","532,171","164,622",North America,14,"2,058",2
143,Hong Kong,"11,619",+6,209,"11,246",+9,164,6,"1,540",28,"11,193,673","1,483,615","7,544,866",Asia,649,"36,100",1
144,Guyana,"11,527",+153,263,+3,"10,015",+135,"1,249",10,"14,600",333,"104,531","132,394","789,544",South America,68,"3,002",8
145,Lesotho,"10,709",315,"5,028","5,366","4,968",146,"71,629","33,229","2,155,620",Africa,201,"6,843",30
146,South Sudan,"10,416",+11,114,"10,148",154,922,10,"141,630","12,537","11,296,903",Africa,"1,085","99,096",80
147,Djibouti,"10,275",+73,110,+4,"8,745",+154,"1,420","10,282",110,"142,717","142,819","999,283",Africa,97,"9,084",7
148,Aruba,"10,219",+60,92,"9,611",+38,516,14,"95,395",859,"138,421","1,292,169","107,123",North America,10,"1,164",1
149,Congo,"10,084",139,"8,208","1,737","1,793",25,"92,500","16,446","5,624,301",Africa,558,"40,463",61
150,Martinique,"9,890",64,98,"9,728",24,"26,371",171,"140,946","375,821","375,035",North America,38,"5,860",3
151,Bahamas,"9,505",190,"8,965",350,3,"23,990",480,"80,704","203,695","396,201",North America,42,"2,085",5
152,Suriname,"9,458",+41,185,+1,"8,751",+26,522,12,"16,010",313,"46,927","79,434","590,769",South America,62,"3,193",13
153,Papua New Guinea,"9,188",+204,82,+11,846,"8,260","1,012",9,"70,260","7,738","9,079,879",Australia/Oceania,988,"110,730",129
154,Trinidad and Tobago,"8,678",+82,150,+2,"7,843",+25,685,14,"6,185",107,"119,034","84,839","1,403,062",North America,162,"9,354",12
155,Benin,"7,611",95,"6,728",788,35,615,8,"575,088","46,485","12,371,351",Africa,"1,625","130,225",22
156,Equatorial Guinea,"7,259",106,"6,885",268,11,"5,045",74,"116,266","80,802","1,438,902",Africa,198,"13,575",12
157,Nicaragua,"6,778",180,"4,225","2,373","1,014",27,"6,686,515",North America,987,"37,147"
158,Iceland,"6,279",+4,29,"6,170",+7,80,2,"18,307",85,"567,748","1,655,300","342,988",Europe,55,"11,827",1
159,Gambia,"5,694",+12,170,"5,176",+11,348,3,"2,306",69,"60,533","24,510","2,469,682",Africa,434,"14,528",41
160,CAR,"5,682",75,"5,112",495,2,"1,161",15,"40,907","8,356","4,895,636",Africa,862,"65,275",120
161,Yemen,"5,657",+75,"1,097",+14,"2,178",+50,"2,382",23,186,36,"22,934",756,"30,340,231",Asia,"5,363","27,657","1,323"
162,Cambodia,"5,218",+344,36,+1,"2,319",+29,"2,863",309,2,"788,973","46,683","16,900,725",Asia,"3,239","469,465",21
163,Niger,"5,113",+5,190,+1,"4,767",+7,156,1,205,8,"94,368","3,792","24,888,432",Africa,"4,868","130,992",264
164,San Marino,"5,010",+5,86,"4,671",+47,253,7,"147,409","2,530","57,632","1,695,707","33,987",Europe,7,395,1
165,Seychelles,"4,765",+132,25,"4,351",+41,389,"48,216",253,"21,504","217,592","98,827",Africa,21,"3,953",5
166,Chad,"4,673",+11,168,+1,"4,320",+8,185,278,10,"110,863","6,601","16,793,808",Africa,"3,594","99,963",151
167,Saint Lucia,"4,355",64,"4,225",+46,66,1,"23,631",347,"38,319","207,929","184,289",North America,42,"2,880",5
168,Gibraltar,"4,290",94,"4,181",15,1,"127,364","2,791","222,091","6,593,564","33,683",Europe,8,358,0
169,Channel Islands,"4,053",86,"3,956",11,1,"23,144",491,"399,901","2,283,531","175,124",Europe,43,"2,036",0
170,Sierra Leone,"4,016",+3,79,"2,833",+1,"1,104",496,10,"118,332","14,602","8,104,071",Africa,"2,018","102,583",68
171,Comoros,"3,809",+6,146,"3,589",+7,74,"4,308",165,"884,107",Africa,232,"6,056"
172,Barbados,"3,753",+9,44,"3,638",+4,71,"13,047",153,"147,290","512,041","287,653",North America,77,"6,538",2
173,Guinea-Bissau,"3,706",+12,66,"3,106",+13,534,11,"1,849",33,"61,184","30,525","2,004,390",Africa,541,"30,370",33
174,Eritrea,"3,486",+7,10,"3,280",+7,196,972,3,"23,693","6,609","3,584,978",Africa,"1,028","358,498",151
175,Burundi,"3,424",+91,6,773,"2,645",281,0.5,"90,019","7,399","12,167,109",Africa,"3,553","2,027,852",135
176,Liechtenstein,"2,780",+10,56,"2,657",+11,67,5,"72,748","1,465","32,252","843,984","38,214",Europe,14,682,1
177,Vietnam,"2,758",+25,35,"2,445",278,28,0.4,"2,598,753","26,510","98,027,872",Asia,"35,543","2,800,796",38
178,New Zealand,"2,591",+2,26,"2,464",+2,101,518,5,"1,959,282","391,692","5,002,100",Australia/Oceania,"1,931","192,388",3
179,Monaco,"2,387",+3,31,"2,268",+2,88,5,"60,490",786,"51,953","1,316,566","39,461",Europe,17,"1,273",1
180,Turks and Caicos,"2,367",+7,17,"2,285",65,2,"60,494",434,"42,008","1,073,605","39,128",North America,17,"2,302",1
181,Sao Tome and Principe,"2,271",+2,35,"2,201",+5,35,"10,214",157,"12,597","56,654","222,350",Africa,98,"6,353",18
182,Sint Maarten,"2,199",+3,27,"2,136",+3,36,1,"50,833",624,"25,304","584,942","43,259",North America,20,"1,602",2
183,Liberia,"2,042",85,"1,899",58,2,396,17,"79,684","15,471","5,150,686",Africa,"2,522","60,596",65
184,Bermuda,"2,023",+88,17,+1,"1,140",+89,866,41,"32,579",274,"222,886","3,589,378","62,096",North America,31,"3,653",0
185,St. Vincent Grenadines,"1,818",+6,10,"1,677",131,2,"16,346",90,"44,072","396,267","111,218",North America,61,"11,122",3
186,Saint Martin,"1,702",+9,12,"1,399",291,7,"43,437",306,"27,588","704,081","39,183",North America,23,"3,265",1
187,Isle of Man,"1,575",29,"1,534",+89,12,"18,445",340,"44,761","524,207","85,388",Europe,54,"2,944",2
188,Caribbean Netherlands,"1,529",+3,14,"1,430",+14,85,"57,884",530,"10,025","379,519","26,415",North America,17,"1,887",3
189,Antigua and Barbuda,"1,209",+8,31,947,231,4,"12,266",315,"16,493","167,328","98,567",North America,82,"3,180",6
190,Mauritius,"1,202",+1,15,865,+24,322,944,12,"358,675","281,660","1,273,433",Africa,"1,059","84,896",4
191,Timor-Leste,"1,138",+35,2,564,572,850,1,"54,468","40,705","1,338,129",Asia,"1,176","669,065",25
192,Taiwan,"1,068",+1,11,"1,031",+2,26,45,0.5,"513,203","21,517","23,850,790",Asia,"22,332","2,168,254",46
193,Bhutan,934,+5,1,876,57,"1,200",1,"658,583","846,192","778,290",Asia,833,"778,290",1
